,name,rating,types,reviews,salary,jobs,interviews,Locations
1863,Pamac Finserve,3.2,BPO,583,1.7k,1,32,Mumbai +60 other locations
1864,Maharashtra State Electricity Distribution Company,4.2,Power,583,1.2k,--,24,Pune +91 other locations
1865,FNP,3.7,Retail,583,2.4k,20,71,New Delhi +19 other locations
1866,Efs Facilities Services,3.7,Facility Management Services,583,1.4k,19,36,New Delhi +60 other locations
1867,Apitoria Pharma,4.2,Pharma,583,829,7,39,Hyderabad +12 other locations
1868,Gandhi Automations,4.0,Industrial Machinery,582,1.3k,1,41,Mumbai +24 other locations
1869,BAXY Limited,4.1,Auto Components,582,2k,--,30,Bhiwadi +37 other locations
1870,Aurionpro Solutions,3.5,Software Product,582,3.6k,18,38,Mumbai +49 other locations
1871,Hettich,3.6,Furniture & Furnishing,582,2.4k,15,44,Mumbai +45 other locations
1872,C5i,4.2,Analytics & KPO,582,2.8k,22,54,Bengaluru +16 other locations
1873,Expleo Group,3.5,IT Services & Consulting,582,5.7k,52,48,Pune +10 other locations
1874,Coal India,3.9,Metals & Mining,581,1.9k,--,52,Kolkata +60 other locations
1875,Capital Numbers Infotech,4.1,IT Services & Consulting,580,1.2k,11,47,Kolkata +9 other locations
1876,Jindal Poly Films,3.7,Packaging,580,2.4k,--,39,Nashik +18 other locations
1877,Alcon,3.8,Medical Equipment,580,2.9k,25,44,Bengaluru +38 other locations
1878,BEML,3.7,Industrial Machinery,579,1.7k,--,29,Bengaluru +36 other locations
1879,Dr. Reddy's Foundation,3.7,Non-Profit,579,1.7k,38,56,Hyderabad +88 other locations
1880,PTC,4.2,Software Product,579,3.9k,175,69,Pune +39 other locations
1881,Colt Technology Services,4.2,Hardware & Networking,579,3.3k,11,25,Gurugram +13 other locations
1882,Axiscades,3.1,IT Services & Consulting,579,3.8k,3,64,Bengaluru +13 other locations
1883,Jubilant Generics,4.0,Pharma,578,2.3k,--,20,Roorkee +24 other locations
1884,Hilton,4.1,Hospitality,578,1.5k,271,28,Bengaluru +40 other locations
1885,Fenesta Building Systems,4.0,Building Material,577,2k,19,40,Gurugram +74 other locations
1886,Allianz Services,4.1,Insurance,577,2.4k,12,33,Thiruvananthapuram +13 other locations
1887,Country Delight,3.9,Food Processing,577,2.4k,5,43,Gurugram +36 other locations
1888,Army Public School,4.0,Education & Training,576,1.2k,--,41,New Delhi +97 other locations
1889,Iron Mountain Inc,3.7,IT Services & Consulting,576,3k,123,31,Bengaluru +49 other locations
1890,PureSoftware,2.9,Software Product,576,3.7k,49,68,Noida +10 other locations
1891,HUDL,3.2,Software Product,576,1.9k,3,62,Mumbai +16 other locations
1892,GAMMON INDIA,3.7,Engineering & Construction,576,1.1k,--,31,Mumbai +72 other locations
1893,Quest Retail Private Limited,4.1,Retail,575,916,2,15,Gurugram +64 other locations
1894,Damco Solutions,3.5,IT Services & Consulting,575,2.2k,15,44,Noida +22 other locations
1895,PayU Payments,3.3,FinTech,575,4.3k,140,68,Gurugram +22 other locations
1896,Kauvery Hospital,4.0,Healthcare,575,2.2k,11,37,Chennai +20 other locations
1897,Crystal Crop Protection,3.9,Agro Chemicals,574,1.8k,2,25,New Delhi +89 other locations
1898,Prochant,3.8,Analytics & KPO,573,2.3k,46,68,Chennai +9 other locations
1899,Wood Group,3.8,Engineering & Construction,573,2.8k,61,68,Chennai +29 other locations
1900,WayCool Foods and Products,3.4,FMCG,572,2.8k,--,42,Chennai +42 other locations
1901,Maxop Engineering Co.,4.1,Auto Components,572,2.3k,6,49,Gurugram +17 other locations
1902,AVIOM,4.0,NBFC,571,1.2k,1,31,New Delhi +188 other locations
1903,Matrimonialsindia,4.9,Internet,571,117,--,13,New Delhi +1 other locations
1904,J K Fenner,3.9,Engineering & Construction,571,2k,11,36,Chennai +56 other locations
1905,Ambit Finvest,4.0,NBFC,570,1.9k,2,28,Mumbai +116 other locations
1906,HBL Power Systems,4.0,Electrical Equipment,570,2.1k,8,33,Hyderabad +49 other locations
1907,Jaipur Rugs,4.3,Fashion & Textile,569,845,4,64,Jaipur +20 other locations
1908,Applied Materials,3.7,Semiconductors,569,4.8k,140,90,Bengaluru +11 other locations
1909,McCain Foods,4.0,FMCG,569,1.7k,4,37,Mahesana +73 other locations
1910,QSpiders,3.7,Education & Training,569,1.8k,--,98,Bengaluru +26 other locations
1911,Pinnacle Infotech,3.4,IT Services & Consulting,568,2.8k,19,61,Durgapur +19 other locations
1912,Laxmi Organic Industries,3.8,Chemicals,568,2.1k,13,45,Mahad +19 other locations
1913,AVEVA,4.0,Software Product,568,1.9k,52,31,Hyderabad +14 other locations
1914,TSYS|Total System Services,4.1,FinTech,567,4.2k,2,68,Pune +11 other locations
1915,Amway India Enterprises,4.1,Fitness & Wellness,567,2.1k,14,19,Gurugram +80 other locations
1916,Transport Corporation Of India,3.8,Logistics,567,1.9k,--,38,Gurugram +83 other locations
1917,ArcelorMittal,4.0,Iron & Steel,567,3.1k,26,42,Surat +50 other locations
1918,Empower,4.0,Financial Services,567,4.2k,77,60,Bengaluru +12 other locations
1919,Toyota Industries Engine India,4.3,Auto Components,566,1.5k,--,31,Bengaluru +15 other locations
1920,Micromax Informatics,3.9,Consumer Electronics & Appliances,566,1.3k,--,23,New Delhi +118 other locations
1921,Paras Dairy,3.4,Food Processing,566,1.6k,3,31,New Delhi +60 other locations
1922,Lear Corporation,4.0,Auto Components,566,2.9k,11,25,Pune +19 other locations
1923,Baker Hughes,4.0,Oil & Gas,566,4.1k,95,65,Bengaluru +38 other locations
1924,Genesys International Corporation,3.4,IT Services & Consulting,566,2.4k,2,21,Mumbai +15 other locations
1925,"DATAMARK, Inc.",3.4,BPO,566,1.7k,43,34,Chennai +13 other locations
1926,Dishman Carbogen Amcis,3.6,Pharma,565,2.1k,51,36,Ahmedabad +15 other locations
1927,Paramount Health Services Tpa,3.8,Insurance,565,2.3k,21,35,Mumbai +40 other locations
1928,SAEL Industries Limited,4.0,Power,565,2k,34,50,New Delhi +65 other locations
1929,Congruex Asia Pacific,3.7,Engineering & Construction,565,2.3k,4,68,Sahibzada Ajit Singh Nagar +24 other locations
1930,Andritz Hydro Location India,3.9,Industrial Machinery,565,2.8k,11,34,Chennai +28 other locations
1931,Voyants Solutions,3.7,Engineering & Construction,564,1.7k,207,58,Gurugram +96 other locations
1932,DB Schenker,4.3,Logistics,564,2.3k,--,26,Gurugram +40 other locations
1933,SoftAge Information Technology,3.6,IT Services & Consulting,564,912,12,23,Gurugram +127 other locations
1934,BUSINESSNEXT,3.5,Software Product,563,3.8k,17,76,Noida +9 other locations
1935,UTL Solar,3.6,Electronics Manufacturing,563,1.8k,45,62,New Delhi +80 other locations
1936,Levi Strauss & Co.,4.2,Fashion & Textile,563,2k,17,33,Bengaluru +80 other locations
1937,Magma General Insurance Limited,3.8,Insurance,563,2.3k,30,41,Mumbai +87 other locations
1938,Vishwa Samudra Engineering,3.6,Engineering & Construction,562,1.6k,10,36,Hyderabad +45 other locations
1939,Western Refrigeration,3.8,Industrial Machinery,560,2.3k,37,41,Vapi +43 other locations
1940,MR.DIY,3.4,Retail,560,1.4k,5,51,Mumbai +86 other locations
1941,Prestige Group,4.3,Real Estate,559,2.6k,16,50,Bengaluru +30 other locations
1942,Mahendra NextWealth IT,3.4,IT Services & Consulting,559,1.9k,6,26,Salem +26 other locations
1943,Marelli,3.5,Auto Components,559,2.8k,--,45,Gurugram +18 other locations
1944,United Spirits,4.1,Beverage,559,1.5k,7,15,Bengaluru +95 other locations
1945,Sandoz,4.0,Pharma,559,2.4k,7,26,Hyderabad +21 other locations
1946,Titan Engineering & Automation,3.8,Engineering & Construction,558,2.8k,11,37,Hosur +18 other locations
1947,Artemis Hospitals,4.1,Healthcare,558,1.5k,9,20,Gurugram +20 other locations
1948,Solara Active Pharma Sciences,3.7,Pharma,558,2.8k,2,44,Chennai +19 other locations
1949,Icl Fincorp,4.7,NBFC,557,623,4,130,Thrissur +58 other locations
1950,Bajaj Consumer Care,3.8,FMCG,557,1.4k,4,34,Mumbai +112 other locations
1951,NAV Backoffice,3.8,Accounting & Auditing,557,2.4k,2,37,Jaipur +10 other locations
1952,Toothsi,2.7,Internet,557,2.2k,--,67,Mumbai +20 other locations
1953,MITS Global Consulting,4.5,Recruitment,557,925,--,43,Mumbai +12 other locations
1954,Renault,4.0,Automobile,556,1.9k,--,33,Chennai +148 other locations
1955,Harman Finochem,3.6,Pharma,557,2.8k,19,44,Chhatrapati Sambhajinagar +14 other locations
1956,Unified Mentor,4.1,IT Services & Consulting,555,401,4,128,Bengaluru +44 other locations
1957,Navin Fluorine International,3.8,Chemicals,555,2.6k,3,30,Surat +17 other locations
1958,LendingKart,3.6,NBFC,555,2.6k,35,39,Ahmedabad +46 other locations
1959,Datamatics Business Solutions,3.3,Management Consulting,555,2.5k,15,46,Mumbai +13 other locations
1960,Courtyard by Marriott,4.2,Hospitality,554,1.1k,--,25,Mumbai +41 other locations
1961,Premier Energies,4.0,Electronics Manufacturing,554,2k,14,47,Hyderabad +26 other locations
1962,Kirloskar Pneumatic,4.0,Industrial Machinery,553,2.6k,--,38,Pune +22 other locations
1963,Innominds Software,3.2,IT Services & Consulting,553,4.7k,42,49,Hyderabad +7 other locations
1964,Z X Learning,4.3,EdTech,553,359,--,44,Lucknow +89 other locations
1965,The Times of India,3.6,Media & Entertainment,552,2.9k,--,45,New Delhi +53 other locations
1966,Carlsberg,3.9,Beverage,552,1.8k,13,38,Gurugram +67 other locations
1967,Herbalife International,4.0,Healthcare,552,2.6k,10,30,Bengaluru +85 other locations
1968,FiveS Digital,3.3,BPO,551,1.5k,7,57,Jamshedpur +27 other locations
1969,Practo,3.0,Internet,551,3k,36,83,Bengaluru +24 other locations
1970,Kellogg Brown and Root,4.1,Engineering & Construction,551,2.3k,43,41,Chennai +36 other locations
1971,L & W Constructions,3.9,Engineering & Construction,551,1.8k,1,28,Bengaluru +19 other locations
1972,Bharat Fritz Werner,3.9,Industrial Machinery,551,2.4k,11,33,Bengaluru +18 other locations
1973,Hitachi Cash Management Services,3.2,Other,550,1.3k,9,42,Mumbai +103 other locations
1974,Unimoni,3.8,FinTech,550,2k,3,18,Chennai +136 other locations
1975,BLK Super Speciality Hospital,3.9,Healthcare,550,1.5k,--,34,New Delhi +16 other locations
1976,Indecomm Global Services,4.1,IT Services & Consulting,550,2.6k,1,29,Bengaluru +13 other locations
1977,GSPANN Technologies,4.1,IT Services & Consulting,550,3.6k,78,49,Hyderabad +9 other locations
1978,Propertypistol Realty,3.8,Internet,550,2k,43,80,Mumbai +25 other locations
1979,Craftsman Automation,3.9,Auto Components,549,2.4k,--,24,Coimbatore +26 other locations
1980,AM Infoweb,3.8,BPO,549,1.4k,34,87,Pune +8 other locations
1981,WPP Media,3.6,Marketing & Advertising,549,4k,5,43,Gurugram +27 other locations
1982,Virtual Employee,3.3,Recruitment,549,3.1k,--,51,Noida +22 other locations
1983,Enco Engineers Combine,3.7,Auto Components,549,1.5k,--,36,Gurugram +17 other locations
1984,Inox Wind,3.7,Power,548,1.8k,4,49,Noida +41 other locations
1985,Macawber Beekay,4.2,Industrial Machinery,547,1.7k,18,25,Noida +56 other locations
1986,Sulzer,3.9,Industrial Machinery,546,2.7k,2,36,Pune +26 other locations
1987,My Home Constructions,4.3,Real Estate,546,2.2k,12,35,Hyderabad +19 other locations
1988,Maini Precision Products,3.4,Auto Components,545,2.8k,16,40,Bengaluru +11 other locations
1989,RAK Ceramics,3.7,Building Material,545,1.7k,12,32,Mumbai +62 other locations
1990,IKF Finance,3.9,NBFC,545,1.4k,6,28,Hyderabad +131 other locations
1991,Utility Powertech,3.8,Power,544,1.7k,--,30,New Delhi +93 other locations
1992,Gayatri Projects,3.9,Engineering & Construction,544,1.8k,11,40,Hyderabad +71 other locations
1993,General Motors,4.0,Automobile,544,2.1k,12,34,Pune +35 other locations
1994,RuralShores,3.6,BPO,543,1.1k,5,23,Bengaluru +47 other locations
1995,Yokohama,3.6,Auto Components,543,2.1k,3,27,Bahadurgarh +44 other locations
1996,Hi Tech Gears,3.9,Auto Components,543,2.1k,--,32,Bhiwadi +28 other locations
1997,Offshore Infrastructures,4.2,Engineering & Construction,543,1.7k,--,25,Mumbai +52 other locations
1998,Fena,4.0,FMCG,543,1.5k,9,33,New Delhi +87 other locations
1999,Roop Polymers,3.9,Auto Components,542,1.8k,16,30,Gurugram +25 other locations
2000,Haldiram Snacks,3.9,Food Processing,542,1.8k,22,23,Noida +69 other locations
2001,Tracxn,2.6,Internet,542,2.5k,71,113,Bengaluru +10 other locations
2002,RadiSys,3.8,Telecom,541,2.5k,--,51,Bengaluru +11 other locations
2003,Kidzee,4.0,EdTech,541,1.2k,1,25,Kolkata +121 other locations
2004,Vimta Labs,3.5,Clinical Research,541,2.2k,12,42,Hyderabad +30 other locations
2005,Zolo,3.4,Internet,541,2.1k,9,60,Bengaluru +25 other locations
2006,Sanmina Sci,4.1,Electronics Manufacturing,541,2.7k,23,33,Chennai +16 other locations
2007,Eicher Motors,4.0,Automobile,541,1.6k,--,42,Indore +96 other locations
2008,Welspun Enterprises,4.2,Engineering & Construction,540,1.8k,3,54,Mumbai +48 other locations
2009,Regalix,2.7,Marketing & Advertising,540,2.8k,57,58,Hyderabad +7 other locations
2010,Allianz Partners,3.7,Insurance,540,2.7k,--,39,Gurugram +19 other locations
2011,Maxgen Technologies,4.5,IT Services & Consulting,540,1.1k,--,14,Pune +8 other locations
2012,Dhani Healthcare,3.4,FinTech,540,2.3k,--,59,Gurugram +81 other locations
2013,Innovatiview India Ltd,4.2,Emerging Technologies,540,1.3k,22,80,Noida +15 other locations
2014,Micron Electricals,4.1,Engineering & Construction,539,2.3k,2,37,Bengaluru +18 other locations
2015,NMDC Limited,4.1,Metals & Mining,539,2k,--,46,Jagdalpur +41 other locations
2016,Ralson Tyres Limited,3.7,Auto Components,539,2.2k,8,48,Ludhiana +54 other locations
2017,Dusters Total Solutions Services,3.9,Facility Management Services,538,1.6k,2,21,Bengaluru +64 other locations
2018,Insuremile,4.7,Internet,538,77,1,83,Bengaluru +16 other locations
2019,Zycus Infotech,2.6,Software Product,538,3.2k,48,76,Mumbai +9 other locations
2020,S P Singla Constructions,3.5,Engineering & Construction,537,1.6k,--,37,Patna +64 other locations
2021,GUS Education India,3.1,Education & Training,537,2.1k,15,50,Hyderabad +8 other locations
2022,Sterling,4.0,Healthcare,536,1k,--,37,Mumbai +64 other locations
2023,MUTHOOT HOMEFIN (I) LTD.,3.8,NBFC,536,1.4k,4,32,Mumbai +110 other locations
2024,Scaler Academy,3.5,EdTech,536,2.5k,5,92,Bengaluru +8 other locations
2025,Brigade Group,4.1,Real Estate,536,2.6k,37,45,Bengaluru +11 other locations
2026,Adani Cement,3.5,Building Material,536,2k,--,57,Ahmedabad +144 other locations
2027,Cpf India,4.1,Food Processing,535,1.7k,1,25,Bengaluru +59 other locations
2028,RMC Readymix,3.6,Building Material,535,1.4k,5,42,Mumbai +67 other locations
2029,Bharti Infratel,4.7,Telecom,535,1.1k,--,6,Gurugram +68 other locations
2030,BOBCARD Ltd.,4.0,NBFC,535,1.4k,33,30,Mumbai +109 other locations
2031,5paisa Capital Ltd.,4.1,Financial Services,534,1.6k,5,46,Mumbai +9 other locations
2032,DFM Foods,4.0,FMCG,534,1.6k,19,37,New Delhi +80 other locations
2033,Mecon,3.9,Metals & Mining,533,1.8k,--,45,Ranchi +50 other locations
2034,Reliance Life Sciences,3.6,Clinical Research,532,2.6k,6,30,Mumbai +34 other locations
2035,Legrand,3.7,Electrical Equipment,532,2.3k,--,28,Mumbai +58 other locations
2036,ExxonMobil,3.8,Oil & Gas,532,3.9k,377,83,Bengaluru +38 other locations
2037,Infiniti Research,3.4,Analytics & KPO,532,1.7k,11,38,Bengaluru +8 other locations
2038,Vidal Health Insurance,3.7,Insurance,532,1.9k,--,22,Bengaluru +38 other locations
2039,Hitachi Systems,3.9,IT Services & Consulting,532,2.8k,3,19,Mumbai +41 other locations
2040,Pierian Services,3.3,Management Consulting,531,2.8k,21,40,Bengaluru +19 other locations
2041,Bharat Gears,4.0,Auto Components,531,2.1k,3,27,Faridabad +25 other locations
2042,Canon,4.0,Consumer Electronics & Appliances,530,2k,5,22,Gurugram +66 other locations
2043,Amara Raja Infra,4.0,Engineering & Construction,530,1.5k,--,56,Hyderabad +52 other locations
2044,CompuCom,3.8,IT Services & Consulting,530,3.1k,12,37,Pune +7 other locations
2045,India Private Driver,3.8,Travel & Tourism,529,2,--,--,Pune +164 other locations
2046,DM Immigration Consultant,1.0,Other,529,34,--,--,Bengaluru +3 other locations
2047,Systra Consulting,4.0,Engineering & Construction,529,1.6k,466,37,New Delhi +39 other locations
2048,Aptus Value Housing Finance India,4.1,NBFC,529,1.3k,7,22,Chennai +155 other locations
2049,Saksoft,3.5,IT Services & Consulting,529,3.5k,9,50,Bengaluru +18 other locations
2050,Vestige,4.3,Fitness & Wellness,529,1.4k,--,40,New Delhi +111 other locations
2051,Emaar India Limited,3.6,Real Estate,529,2.4k,4,28,Gurugram +18 other locations
2052,FMC Corporation,3.9,Agro Chemicals,529,1.7k,1,42,Bharuch +114 other locations
2053,Satyam Auto Components,3.9,Auto Components,529,2.3k,3,40,Gurugram +28 other locations
2054,N.C.L. Industries,3.7,Building Material,528,1.6k,3,38,Hyderabad +70 other locations
2055,Uttar Pradesh Power Corporation,4.0,Power,528,1.3k,--,11,Lucknow +88 other locations
2056,Chemplast Sanmar,3.4,Chemicals,528,2.4k,9,47,Salem +20 other locations
2057,Wellness Forever Medicare,3.8,Retail,528,1.7k,2,56,Mumbai +41 other locations
2058,Consero Global Solutions,3.0,Financial Services,527,2.6k,--,101,Bengaluru +10 other locations
2059,V.S.T Tillers Tractors,3.5,Industrial Machinery,527,1.9k,5,42,Bengaluru +56 other locations
2060,Castrol,4.3,Petrochemicals,527,1.9k,84,24,Mumbai +122 other locations
2061,CDK Global,3.8,IT Services & Consulting,526,3.5k,26,40,Hyderabad +7 other locations
2062,CTS Consulting & Technical Support,3.7,Engineering & Construction,526,6.6k,--,174,Chennai +31 other locations
2063,Capital Business Systems,3.6,IT Services & Consulting,526,1.6k,13,37,New Delhi +109 other locations
2064,House Of Anita Dongre,4.0,Fashion & Textile,526,1.4k,4,19,Mumbai +48 other locations
2065,Stock Holding Corporation of India,3.5,Financial Services,525,1.7k,--,35,Mumbai +100 other locations
2066,Indian Bank,3.4,Banking,525,1.8k,--,27,Chennai +124 other locations
2067,Telenor,4.1,Telecom,525,582,--,9,Gurugram +114 other locations
2068,Tuaman Engineering,4.3,Engineering & Construction,525,1.5k,--,75,Kolkata +38 other locations
2069,Chaayos,3.4,Retail,524,1.6k,12,38,New Delhi +21 other locations
2070,Wockhardt Hospital,3.9,Healthcare,524,1.7k,23,23,Mumbai +26 other locations
2071,Metro Group of Hospitals,3.8,Healthcare,524,1.3k,53,16,New Delhi +32 other locations
2072,Hafele,3.9,Furniture & Furnishing,523,2.3k,4,32,Mumbai +44 other locations
2073,Suprajit Engineering,3.9,Auto Components,523,2.4k,13,40,Bengaluru +39 other locations
2074,Spectrum Talent Management,3.5,Recruitment,523,2.1k,--,36,Noida +86 other locations
2075,Metalman Auto,3.9,Auto Components,522,1.9k,27,25,Chhatrapati Sambhajinagar +24 other locations
2076,JK Tech,3.8,IT Services & Consulting,522,3.2k,4,39,Bengaluru +20 other locations
2077,EC-Council,4.1,EdTech,522,2.5k,15,50,Hyderabad +19 other locations
2078,RSB Transmissions,3.9,Auto Components,522,2.1k,--,38,Pune +23 other locations
2079,Tradeshala,4.5,Education & Training,521,35,--,119,Bengaluru +8 other locations
2080,Williams Lea,3.6,BPO,521,3.1k,13,49,Chennai +18 other locations
2081,Hitech Projects Limited,4.6,Engineering & Construction,521,669,--,58,Ahmedabad +9 other locations
2082,ACTE,4.6,Education & Training,520,114,--,9,Chennai +10 other locations
2083,OutworX,3.5,IT Services & Consulting,520,2.2k,4,35,Pune +40 other locations
2084,Insolutions Global,3.4,FinTech,520,2.7k,11,36,Mumbai +20 other locations
2085,Mobikwik,3.4,FinTech,520,2.5k,34,63,Gurugram +50 other locations
